"drg","drgnum","drgweight","drgsys","drgvers","glos","trim","low","alos","fydate","fyear"
"965",965,0.9824,"MS-DRG",31,3,0,,3.59999990463257,10/1/2013,2014
"966",966,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"967",967,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"968",968,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"969",969,5.4896,"MS-DRG",31,12,0,,16.7000007629395,10/1/2013,2014
"970",970,2.2785,"MS-DRG",31,4.90000009536743,0,,7.09999990463257,10/1/2013,2014
"971",971,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"972",972,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"973",973,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"974",974,2.6335,"MS-DRG",31,6.69999980926514,0,,9.30000019073486,10/1/2013,2014
"975",975,1.3383,"MS-DRG",31,4.69999980926514,0,,6.09999990463257,10/1/2013,2014
"976",976,0.8627,"MS-DRG",31,3.29999995231628,0,,4.19999980926514,10/1/2013,2014
"977",977,1.1194,"MS-DRG",31,3.59999990463257,0,,4.80000019073486,10/1/2013,2014
"978",978,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"979",979,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"980",980,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"981",981,4.9319,"MS-DRG",31,10.1000003814697,0,,13.1000003814697,10/1/2013,2014
"982",982,2.8504,"MS-DRG",31,5.90000009536743,0,,7.59999990463257,10/1/2013,2014
"983",983,1.7462,"MS-DRG",31,2.79999995231628,0,,3.79999995231628,10/1/2013,2014
"984",984,3.4143,"MS-DRG",31,9.30000019073486,0,,12.5,10/1/2013,2014
"985",985,1.8859,"MS-DRG",31,5.09999990463257,0,,7.19999980926514,10/1/2013,2014
"986",986,1.0389,"MS-DRG",31,2.09999990463257,0,,3,10/1/2013,2014
"987",987,3.3422,"MS-DRG",31,8.39999961853027,0,,11.1999998092651,10/1/2013,2014
"988",988,1.7554,"MS-DRG",31,4.80000019073486,0,,6.40000009536743,10/1/2013,2014
"989",989,1.043,"MS-DRG",31,2.29999995231628,0,,3,10/1/2013,2014
"990",990,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"991",991,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"992",992,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"993",993,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"994",994,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"995",995,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"996",996,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"997",997,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"998",998,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
"999",999,0,"MS-DRG",31,0,0,,0,10/1/2013,2014
